SN,year,month,shipping,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
D3,2013,3,2.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
D4,2013,4,42.0,0.0%,0.0%,0.0%,4.761904761904762%,4.761904761904762%,4.761904761904762%,4.761904761904762%,4.761904761904762%,4.761904761904762%,7.142857142857142%,7.142857142857142%,7.142857142857142%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,9.523809523809524%,11.904761904761903%,11.904761904761903%,11.904761904761903%,11.904761904761903%,11.904761904761903%,11.904761904761903%,11.904761904761903%
D5,2013,5,50550.0,0.0%,0.0%,0.0019782393669634025%,0.0019782393669634025%,0.005934718100890208%,0.01582591493570722%,0.03165182987141444%,0.033630069238377844%,0.04154302670623145%,0.04747774480712166%,0.05143422354104847%,0.05341246290801187%,0.055390702274975265%,0.06330365974282888%,0.06726013847675569%,0.07319485657764589%,0.07517309594460929%,0.0791295746785361%,0.08110781404549951%,0.0830860534124629%,0.0850642927794263%,0.0850642927794263%,0.08704253214638971%,0.08902077151335311%,0.09099901088031652%,0.09099901088031652%,0.09099901088031652%,0.09099901088031652%,0.09099901088031652%,0.09099901088031652%,0.09297725024727992%,0.09297725024727992%,0.09297725024727992%,0.09297725024727992%,0.09297725024727992%,0.09495548961424333%
D6,2013,6,53777.0,0.0%,0.0%,0.0018595310262751732%,0.0055785930788255205%,0.014876248210201386%,0.01673577923647656%,0.020454841289026908%,0.031612027446677946%,0.03719062052550347%,0.044628744630604164%,0.04648827565687934%,0.05206686873570485%,0.0557859307882552%,0.05950499284080554%,0.06508358591963107%,0.07252171002473176%,0.07438124105100694%,0.07810030310355728%,0.07810030310355728%,0.07810030310355728%,0.07810030310355728%,0.07810030310355728%,0.07810030310355728%,0.07810030310355728%,0.0836788961823828%,0.08553842720865798%,0.08925748926120833%,0.08925748926120833%,0.08925748926120833%,0.0911170202874835%,0.09297655131375868%,0.09669561336630902%,0.09669561336630902%,0.09669561336630902%,0.09669561336630902%,0.0985551443925842%
D7,2013,7,42898.0,0.0%,0.0%,0.0%,0.0%,0.0023311110075061774%,0.006993333022518533%,0.011655555037530886%,0.013986666045037066%,0.016317777052543243%,0.0209799990675556%,0.023311110075061772%,0.023311110075061772%,0.027973332090074132%,0.027973332090074132%,0.03030444309758031%,0.032635554105086485%,0.032635554105086485%,0.032635554105086485%,0.03729777612009884%,0.03729777612009884%,0.03729777612009884%,0.03729777612009884%,0.03962888712760502%,0.0419599981351112%,0.0419599981351112%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.04429110914261737%,0.046622220150123544%
D8,2013,8,45039.0,0.0%,0.0%,0.004440595927973533%,0.006660893891960301%,0.006660893891960301%,0.013321787783920602%,0.019982681675880902%,0.031084171495814737%,0.039965363351761804%,0.04884655520770888%,0.04884655520770888%,0.05106685317169564%,0.05328715113568241%,0.05772774706365594%,0.062168342991629474%,0.06438864095561624%,0.06438864095561624%,0.06660893891960301%,0.06882923688358977%,0.07104953484757653%,0.07104953484757653%,0.07104953484757653%,0.07104953484757653%,0.07326983281156331%,0.07326983281156331%,0.07326983281156331%,0.07549013077555007%,0.07771042873953685%,0.08437132263149714%,0.08881191855947068%,0.08881191855947068%,0.08881191855947068%,0.08881191855947068%,0.08881191855947068%,0.08881191855947068%,0.09103221652345744%
D9,2013,9,49091.0,0.0%,0.0%,0.0020370332647532134%,0.008148133059012854%,0.008148133059012854%,0.01222219958851928%,0.01833329938277892%,0.020370332647532133%,0.030555498971298202%,0.03666659876555784%,0.038703632030311054%,0.038703632030311054%,0.038703632030311054%,0.038703632030311054%,0.04074066529506427%,0.04074066529506427%,0.04074066529506427%,0.04074066529506427%,0.04074066529506427%,0.04277769855981749%,0.04277769855981749%,0.04481473182457069%,0.04685176508932391%,0.04685176508932391%,0.04888879835407712%,0.04888879835407712%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%,0.05092583161883034%
DA,2013,10,57561.0,0.0%,0.0%,0.0%,0.0017372873994544917%,0.0034745747989089835%,0.00868643699727246%,0.0208474487934539%,0.02953388579072636%,0.02953388579072636%,0.033008460589635344%,0.036483035388544326%,0.036483035388544326%,0.03822032278799882%,0.03822032278799882%,0.039957610187453314%,0.0416948975869078%,0.0416948975869078%,0.0416948975869078%,0.043432184986362296%,0.045169472385816783%,0.04690675978527128%,0.04690675978527128%,0.04864404718472577%,0.04864404718472577%,0.04864404718472577%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.050381334584180267%,0.052118621983634754%
DB,2013,11,57060.0,0.0%,0.001752541184717841%,0.005257623554153522%,0.007010164738871364%,0.008762705923589204%,0.008762705923589204%,0.012267788293024887%,0.01577287066246057%,0.01752541184717841%,0.021030494216614088%,0.024535576586049775%,0.026288117770767613%,0.028040658955485458%,0.028040658955485458%,0.03154574132492114%,0.03154574132492114%,0.03154574132492114%,0.03154574132492114%,0.03154574132492114%,0.03154574132492114%,0.033298282509638975%,0.033298282509638975%,0.033298282509638975%,0.0385559060637925%,0.0385559060637925%,0.04030844724851034%,0.04030844724851034%,0.042060988433228176%,0.042060988433228176%,0.042060988433228176%,0.042060988433228176%,0.042060988433228176%,0.043813529617946025%,0.043813529617946025%,0.043813529617946025%,0.043813529617946025%
DC,2013,12,52338.0,0.0%,0.0%,0.0%,0.0019106576483625664%,0.0019106576483625664%,0.005731972945087699%,0.007642630593450266%,0.007642630593450266%,0.011463945890175398%,0.015285261186900531%,0.024838549428713365%,0.028659864725438494%,0.028659864725438494%,0.030570522373801062%,0.030570522373801062%,0.030570522373801062%,0.030570522373801062%,0.03248118002216363%,0.03821315296725133%,0.040123810615613896%,0.040123810615613896%,0.040123810615613896%,0.04203446826397646%,0.043945125912339025%,0.04585578356070159%,0.04585578356070159%,0.04776644120906416%,0.04967709885742673%,0.05158775650578929%,0.05349841415415186%,0.05349841415415186%,0.05349841415415186%,0.05349841415415186%,0.05349841415415186%,0.05349841415415186%,0.059230387099239556%
