SN,year,month,shipping,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
H3,2017,3,214577.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00046603317224120017%,0.0013980995167236004%,0.0023301658612060005%,0.004194298550170801%,0.005126364894653202%,0.005126364894653202%,0.005126364894653202%,0.005126364894653202%,0.005126364894653202%,0.005592398066894402%,,,,,,,,,,,,,,,,,,,,
H4,2017,4,137183.0,0.0%,0.0%,0.0007289532959623276%,0.0014579065919246553%,0.003644766479811638%,0.007289532959623276%,0.008747439551547932%,0.008747439551547932%,0.011663252735397242%,0.011663252735397242%,0.012392206031359569%,0.013850112623284226%,0.014579065919246553%,0.014579065919246553%,0.014579065919246553%,,,,,,,,,,,,,,,,,,,,,
H5,2017,5,157836.0,0.0%,0.0%,0.0%,0.0006335690210091487%,0.0006335690210091487%,0.0006335690210091487%,0.0019007070630274463%,0.0025342760840365948%,0.0031678451050457437%,0.0031678451050457437%,0.0044349831470640415%,0.005702121189082338%,0.005702121189082338%,0.006969259231100636%,,,,,,,,,,,,,,,,,,,,,,
H6,2017,6,236223.0,0.0%,0.0008466576074302671%,0.0012699864111454008%,0.002116644018575668%,0.002116644018575668%,0.0025399728222908016%,0.003809959233436202%,0.003809959233436202%,0.004656616840866469%,0.005503274448296736%,0.0059266032520118705%,0.006349932055727005%,0.006773260859442137%,,,,,,,,,,,,,,,,,,,,,,,
H7,2017,7,214060.0,0.0%,0.0%,0.0%,0.0%,0.0018686349621601422%,0.002335793702700177%,0.004204428664860319%,0.004671587405400354%,0.0051387461459403904%,0.007007381108100533%,0.009810333551340745%,0.009810333551340745%,,,,,,,,,,,,,,,,,,,,,,,,
H8,2017,8,199995.0,0.0%,0.0%,0.0%,0.0010000250006250155%,0.0015000375009375235%,0.002000050001250031%,0.002500062501562539%,0.003000075001875047%,0.003000075001875047%,0.0035000875021875544%,0.004000100002500062%,,,,,,,,,,,,,,,,,,,,,,,,,
H9,2017,9,219657.0,0.0%,0.0%,0.0%,0.00045525523884966103%,0.0018210209553986441%,0.003186786671947628%,0.0036420419107972882%,0.0036420419107972882%,0.00455255238849661%,0.0072840838215945765%,,,,,,,,,,,,,,,,,,,,,,,,,,
HA,2017,10,234587.0,0.0%,0.0%,0.0%,0.00042628108121933435%,0.0017051243248773374%,0.002983967568535341%,0.004689091893412678%,0.006394216218290016%,0.00682049729950935%,,,,,,,,,,,,,,,,,,,,,,,,,,,
HB,2017,11,255277.0,0.0%,0.0%,0.0%,0.0%,0.0019586566749060824%,0.0031338506798497317%,0.0043090446847933814%,0.004700776019774598%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HC,2017,12,198625.0,0.0%,0.0005034612964128383%,0.0005034612964128383%,0.0010069225928256765%,0.002013845185651353%,0.0030207677784770295%,0.004027690371302706%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1,2018,1,358150.0,0.0%,0.0%,0.0%,0.0011168504816417703%,0.0011168504816417703%,0.0016752757224626554%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J2,2018,2,201811.0,0.0%,0.0%,0.0004955131286203428%,0.0009910262572406857%,0.002973078771722057%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J3,2018,3,232587.0,0.0%,0.0004299466436215266%,0.0008598932872430532%,0.0017197865744861063%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J4,2018,4,212048.0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J5,2018,5,218355.0,0.0%,0.0004579698197888759%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J6,2018,6,213839.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
