SN,year,month,shipping,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
D5,2013,5,724.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
D6,2013,6,992.0,0.0%,0.0%,0.0%,0.0%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%,0.10080645161290322%
D7,2013,7,1874.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
D8,2013,8,2053.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
D9,2013,9,2025.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
DA,2013,10,4112.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%,0.024319066147859923%
DB,2013,11,4437.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0225377507324769%,0.0225377507324769%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%,0.0450755014649538%
DC,2013,12,10424.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.009593246354566385%,0.009593246354566385%,0.009593246354566385%,0.028779739063699156%,0.04796623177283192%,0.04796623177283192%,0.04796623177283192%,0.04796623177283192%,0.04796623177283192%,0.05755947812739831%,0.05755947812739831%,0.05755947812739831%,0.05755947812739831%,0.05755947812739831%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%,0.0671527244819647%
E1,2014,1,10289.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.009719117504130625%,0.009719117504130625%,0.029157352512391873%,0.0388764700165225%,0.0388764700165225%,0.0388764700165225%,0.0388764700165225%,0.0388764700165225%,0.0388764700165225%,0.058314705024783746%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%,0.077752940033045%
E2,2014,2,15660.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%,0.006385696040868455%
E3,2014,3,12825.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.0077972709551656924%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.015594541910331385%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%,0.023391812865497078%
E4,2014,4,10028.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
E5,2014,5,7867.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.012711325791280032%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%,0.025422651582560064%
E6,2014,6,9649.0,0.0%,0.0%,0.0%,0.0%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.01036376826614157%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%,0.02072753653228314%
E7,2014,7,19457.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.005139538469445443%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%,0.010279076938890887%
E8,2014,8,7401.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.013511687609782462%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%,0.027023375219564924%
E9,2014,9,9544.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.010477787091366304%,0.020955574182732608%,0.020955574182732608%,0.020955574182732608%,0.020955574182732608%,0.020955574182732608%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%,0.03143336127409891%
EA,2014,10,7570.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
EB,2014,11,7491.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
EC,2014,12,5825.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.017167381974248927%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%,0.034334763948497854%
F1,2015,1,11684.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.008558712769599451%,0.017117425539198903%,0.017117425539198903%,0.017117425539198903%,0.017117425539198903%,0.017117425539198903%,0.017117425539198903%,0.017117425539198903%,0.017117425539198903%
F2,2015,2,11867.0,0.0%,0.0%,0.0%,0.0%,0.008426729586247577%,0.008426729586247577%,0.016853459172495155%,0.016853459172495155%,0.016853459172495155%,0.016853459172495155%,0.016853459172495155%,0.016853459172495155%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%,0.02528018875874273%
F3,2015,3,28923.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
F4,2015,4,30203.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0033109293778763697%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%,0.0066218587557527395%
F5,2015,5,9412.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
F6,2015,6,11815.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.008463817181548879%,0.008463817181548879%,0.008463817181548879%,0.016927634363097757%,0.016927634363097757%,0.016927634363097757%,0.016927634363097757%,0.016927634363097757%,0.016927634363097757%,0.016927634363097757%,0.016927634363097757%
