SN,year,month,shipping,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
E2,2014,2,3.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
E3,2014,3,28.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
E4,2014,4,3191.0,0.0%,0.0%,0.0%,0.12535255405828893%,0.25070510811657787%,0.25070510811657787%,0.25070510811657787%,0.25070510811657787%,0.2820432466311501%,0.31338138514572234%,0.34471952366029457%,0.3760576621748668%,0.3760576621748668%,0.3760576621748668%,0.43873393920401127%,0.43873393920401127%,0.4700720777185835%,0.4700720777185835%,0.5014102162331557%,0.5014102162331557%,0.532748354747728%,0.532748354747728%,0.532748354747728%,0.532748354747728%,0.532748354747728%,0.532748354747728%,0.532748354747728%,0.5640864932623002%,0.5954246317768724%,0.5954246317768724%,0.5954246317768724%,0.5954246317768724%,0.5954246317768724%,0.6267627702914447%,0.6267627702914447%,0.6267627702914447%
E5,2014,5,93300.0,0.0%,0.0%,0.00857449088960343%,0.010718113612004287%,0.015005359056806002%,0.01714898177920686%,0.021436227224008574%,0.030010718113612004%,0.03322615219721329%,0.03536977491961415%,0.03751339764201501%,0.04072883172561629%,0.04072883172561629%,0.04287245444801715%,0.04501607717041801%,0.04823151125401929%,0.049303322615219726%,0.05037513397642015%,0.05251875669882101%,0.05466237942122187%,0.05466237942122187%,0.056806002143622726%,0.06002143622722401%,0.06002143622722401%,0.06109324758842444%,0.06216505894962487%,0.06216505894962487%,0.06216505894962487%,0.06430868167202572%,0.06752411575562701%,0.06752411575562701%,0.06859592711682744%,0.06859592711682744%,0.06859592711682744%,0.06966773847802786%,0.06966773847802786%
E6,2014,6,110472.0,0.0%,0.0%,0.0%,0.0018104134984430445%,0.003620826996886089%,0.006336447244550656%,0.007241653993772178%,0.009957274241436744%,0.012672894489101312%,0.014483307987544356%,0.015388514736765878%,0.0162937214859874%,0.0162937214859874%,0.0162937214859874%,0.018104134984430444%,0.01991454848287349%,0.023535375479759577%,0.023535375479759577%,0.023535375479759577%,0.0244405822289811%,0.025345788978202624%,0.025345788978202624%,0.025345788978202624%,0.025345788978202624%,0.026250995727424144%,0.026250995727424144%,0.026250995727424144%,0.029871822724310233%,0.029871822724310233%,0.030777029473531756%,0.030777029473531756%,0.0325874429719748%,0.0325874429719748%,0.033492649721196324%,0.033492649721196324%,0.033492649721196324%
E7,2014,7,89758.0,0.0%,0.0%,0.0%,0.0%,0.004456427282247822%,0.0055705341028097774%,0.008912854564495644%,0.01448338866730542%,0.01782570912899129%,0.01782570912899129%,0.0200539227701152%,0.02228213641123911%,0.02896677733461084%,0.02896677733461084%,0.033423204616858666%,0.034537311437420615%,0.03565141825798258%,0.03899373871966844%,0.03899373871966844%,0.0401078455402304%,0.041221952360792354%,0.041221952360792354%,0.04233605918135431%,0.04233605918135431%,0.043450166001916264%,0.043450166001916264%,0.04679248646360213%,0.04679248646360213%,0.04679248646360213%,0.047906593284164085%,0.049020700104726034%,0.049020700104726034%,0.049020700104726034%,0.049020700104726034%,0.049020700104726034%,0.05124891374584995%
E8,2014,8,91377.0,0.0%,0.0%,0.0010943672915503901%,0.0010943672915503901%,0.0032831018746511706%,0.006566203749302341%,0.008754938332403121%,0.009849305623953511%,0.009849305623953511%,0.009849305623953511%,0.012038040207054292%,0.014226774790155071%,0.014226774790155071%,0.014226774790155071%,0.017509876664806242%,0.018604243956356632%,0.018604243956356632%,0.019698611247907023%,0.019698611247907023%,0.019698611247907023%,0.019698611247907023%,0.021887345831007803%,0.021887345831007803%,0.022981713122558194%,0.022981713122558194%,0.022981713122558194%,0.024076080414108584%,0.024076080414108584%,0.024076080414108584%,0.024076080414108584%,0.02517044770565897%,0.02517044770565897%,0.026264814997209365%,0.026264814997209365%,0.028453549580310142%,0.029547916871860536%
E9,2014,9,118110.0,0.0%,0.0%,0.0008466683600033868%,0.0016933367200067735%,0.004233341800016933%,0.00508001016002032%,0.00508001016002032%,0.005926678520023707%,0.005926678520023707%,0.006773346880027094%,0.00762001524003048%,0.00762001524003048%,0.00762001524003048%,0.00762001524003048%,0.008466683600033865%,0.009313351960037254%,0.009313351960037254%,0.009313351960037254%,0.009313351960037254%,0.009313351960037254%,0.009313351960037254%,0.011006688680044027%,0.012700025400050798%,0.013546693760054188%,0.016086698840064348%,0.016086698840064348%,0.017780035560071118%,0.019473372280077894%,0.019473372280077894%,0.019473372280077894%,0.019473372280077894%,0.021166709000084667%,0.022013377360088054%,0.022013377360088054%,0.02286004572009144%,0.023706714080094827%
EA,2014,10,139115.0,0.0%,0.0%,0.0%,0.002156489235524566%,0.005750637961398843%,0.00934478668727312%,0.012938935413147397%,0.014376594903497106%,0.015095424648671961%,0.02012723286489595%,0.02156489235524566%,0.022283722100420515%,0.02300255184559537%,0.02444021133594508%,0.025159041081119934%,0.025877870826294794%,0.02803436006181936%,0.02803436006181936%,0.028753189806994213%,0.028753189806994213%,0.028753189806994213%,0.03090967904251878%,0.03234733853286849%,0.033066168278043345%,0.033066168278043345%,0.033066168278043345%,0.033066168278043345%,0.033066168278043345%,0.033066168278043345%,0.0337849980232182%,0.0337849980232182%,0.0337849980232182%,0.035941487258742764%,0.03666031700391762%,0.03737914674909248%,0.038097976494267334%
EB,2014,11,115703.0,0.0%,0.0%,0.0%,0.0%,0.0017285636500350035%,0.006049972775122512%,0.008642818250175016%,0.01469279102529753%,0.01555707285031503%,0.01555707285031503%,0.018149918325367536%,0.018149918325367536%,0.01987848197540254%,0.02074276380042004%,0.02074276380042004%,0.022471327450455044%,0.023335609275472548%,0.023335609275472548%,0.023335609275472548%,0.024199891100490048%,0.02506417292550755%,0.025928454750525052%,0.026792736575542552%,0.026792736575542552%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%,0.027657018400560056%
