SN,year,month,shipping,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
B8,2011,8,77291.0,0.0%,0.0012938116986453791%,0.007762870191872276%,0.007762870191872276%,0.007762870191872276%,0.007762870191872276%,0.009056681890517653%,0.010350493589163033%,0.011644305287808413%,0.012938116986453791%,0.012938116986453791%,0.014231928685099171%,0.015525740383744551%,0.015525740383744551%,0.020700987178326066%,0.021994798876971446%,0.024582422274262203%,0.024582422274262203%,0.027170045671552963%,0.027170045671552963%,0.028463857370198343%,0.02975766906884372%,0.032345292466134476%,0.032345292466134476%,0.034932915863425236%,0.03622672756207061%,0.03622672756207061%,0.03622672756207061%,0.03622672756207061%,0.03622672756207061%,0.037520539260715996%,0.037520539260715996%,0.037520539260715996%,0.037520539260715996%,0.037520539260715996%,0.037520539260715996%
B9,2011,9,81784.0,0.0%,0.0%,0.0012227330529198865%,0.0012227330529198865%,0.0012227330529198865%,0.0036681991587596595%,0.004890932211679546%,0.004890932211679546%,0.004890932211679546%,0.004890932211679546%,0.007336398317519319%,0.008559131370439205%,0.009781864423359092%,0.009781864423359092%,0.009781864423359092%,0.009781864423359092%,0.012227330529198865%,0.013450063582118752%,0.01711826274087841%,0.01711826274087841%,0.018340995793798297%,0.018340995793798297%,0.02200919495255796%,0.02200919495255796%,0.02200919495255796%,0.023231928005477846%,0.02445466105839773%,0.025677394111317618%,0.026900127164237505%,0.026900127164237505%,0.026900127164237505%,0.026900127164237505%,0.026900127164237505%,0.026900127164237505%,0.026900127164237505%,0.026900127164237505%
BA,2011,10,78097.0,0.0%,0.0%,0.0012804589164756648%,0.0012804589164756648%,0.0025609178329513297%,0.010243671331805319%,0.01280458916475665%,0.014085048081232312%,0.014085048081232312%,0.01664596591418364%,0.01664596591418364%,0.01664596591418364%,0.0217678015800863%,0.0217678015800863%,0.0217678015800863%,0.0217678015800863%,0.02432871941303763%,0.026889637245988963%,0.03329193182836728%,0.03585284966131862%,0.04225514424369694%,0.044816062076648275%,0.044816062076648275%,0.04865743882607526%,0.0512183566590266%,0.053779274491977926%,0.053779274491977926%,0.05505973340845358%,0.05505973340845358%,0.05634019232492925%,0.05634019232492925%,0.06146202799083191%,0.06274248690730758%,0.06274248690730758%,0.06274248690730758%,0.06402294582378325%
BB,2011,11,124092.0,0.0%,0.001611707442864971%,0.001611707442864971%,0.001611707442864971%,0.003223414885729942%,0.004835122328594913%,0.005640976050027399%,0.010476098378622312%,0.011281952100054797%,0.012893659542919768%,0.013699513264352255%,0.015311220707217226%,0.017728781871514682%,0.017728781871514682%,0.020952196757244624%,0.02175805047867711%,0.023369757921542084%,0.025787319085839536%,0.02739902652870451%,0.028204880250136996%,0.029816587693001967%,0.03465171002159688%,0.03626341746446185%,0.037069271185894336%,0.03787512490732682%,0.03787512490732682%,0.038680978628759306%,0.040292686071624284%,0.040292686071624284%,0.04190439351448925%,0.04351610095735422%,0.04351610095735422%,0.044321954678786704%,0.044321954678786704%,0.044321954678786704%,0.044321954678786704%
BC,2011,12,121789.0,0.0%,0.0%,0.0%,0.003284368867467505%,0.003284368867467505%,0.005747645518068134%,0.009853106602402517%,0.013958567686736896%,0.015600752120470652%,0.0172429365542044%,0.018885120987938157%,0.021348397638538782%,0.021348397638538782%,0.02216948985540566%,0.023811674289139412%,0.025453858722873163%,0.02627495093974004%,0.027917135373473793%,0.027917135373473793%,0.02873822759034067%,0.02873822759034067%,0.030380412024074425%,0.030380412024074425%,0.03202259645780818%,0.03366478089154193%,0.035306965325275684%,0.03612805754214256%,0.03777024197587631%,0.03859133419274319%,0.03859133419274319%,0.03859133419274319%,0.03941242640961007%,0.040233518626476936%,0.04105461084334382%,0.04105461084334382%,0.04187570306021069%
C1,2012,1,76656.0,0.0%,0.0%,0.0013045293258192444%,0.005218117303276978%,0.007827175954915467%,0.010436234606553955%,0.010436234606553955%,0.013045293258192444%,0.01695888123565018%,0.018263410561469424%,0.023481527864746398%,0.02609058651638489%,0.028699645168023376%,0.030004174493842625%,0.03261323314548111%,0.035222291797119595%,0.03652682112293885%,0.03652682112293885%,0.037831350448758086%,0.04174493842621582%,0.04304946775203507%,0.04826758505531205%,0.04957211438113129%,0.050876643706950525%,0.05218117303276978%,0.05479023168440826%,0.05609476101022751%,0.05609476101022751%,0.06000834898768525%,0.06000834898768525%,0.06000834898768525%,0.06131287831350449%,0.06261740763932373%,0.06392193696514298%,0.06392193696514298%,0.06392193696514298%
C2,2012,2,78623.0,0.0%,0.0%,0.0%,0.002543784897549063%,0.0038156773463235948%,0.008903247141421721%,0.011447032038970784%,0.012718924487745316%,0.012718924487745316%,0.021622171629167037%,0.026709741424265163%,0.031797311219363286%,0.034341096116912356%,0.03815677346323595%,0.04578812815588314%,0.04706002060465767%,0.0521475903997558%,0.05469137529730486%,0.0559632677460794%,0.05850705264362846%,0.05850705264362846%,0.05977894509240298%,0.06868219223382471%,0.0724978695801483%,0.07376976202892284%,0.07504165447769737%,0.0763135469264719%,0.08140111672157002%,0.08394490161911909%,0.08394490161911909%,0.08394490161911909%,0.08521679406789362%,0.08521679406789362%,0.08776057896544269%,0.08903247141421722%,0.08903247141421722%
C3,2012,3,90090.0,0.0%,0.0%,0.00111000111000111%,0.00333000333000333%,0.00777000777000777%,0.00777000777000777%,0.0111000111000111%,0.01554001554001554%,0.018870018870018872%,0.01998001998001998%,0.023310023310023312%,0.02664002664002664%,0.02886002886002886%,0.0333000333000333%,0.03996003996003996%,0.03996003996003996%,0.04218004218004218%,0.04329004329004329%,0.046620046620046623%,0.04773004773004773%,0.04884004884004884%,0.05106005106005106%,0.055500055500055503%,0.055500055500055503%,0.055500055500055503%,0.05661005661005661%,0.05994005994005994%,0.05994005994005994%,0.06105006105006105%,0.06105006105006105%,0.06327006327006326%,0.06327006327006326%,0.06327006327006326%,0.06327006327006326%,0.06438006438006438%,0.06438006438006438%
C4,2012,4,64494.0,0.0%,0.0%,0.0015505318324185195%,0.003101063664837039%,0.006202127329674078%,0.0077526591620925974%,0.012404254659348156%,0.012404254659348156%,0.013954786491766676%,0.017055850156603714%,0.017055850156603714%,0.02325797748627779%,0.02946010481595187%,0.03721276397804447%,0.038763295810462985%,0.041864359475300025%,0.044965423140137066%,0.044965423140137066%,0.04806648680497411%,0.052718082302229664%,0.05736967779948522%,0.05892020963190374%,0.05892020963190374%,0.06202127329674078%,0.06667286879399634%,0.06667286879399634%,0.06667286879399634%,0.06667286879399634%,0.06667286879399634%,0.06822340062641485%,0.06822340062641485%,0.06977393245883338%,0.06977393245883338%,0.06977393245883338%,0.06977393245883338%,0.0713244642912519%
C5,2012,5,89471.0,0.0%,0.0%,0.0011176805892412066%,0.00335304176772362%,0.005588402946206033%,0.005588402946206033%,0.008941444713929653%,0.012294486481653273%,0.019000570017100513%,0.02011825060634172%,0.024588972963306546%,0.03241273708799499%,0.034648098266477405%,0.034648098266477405%,0.034648098266477405%,0.034648098266477405%,0.034648098266477405%,0.03576577885571861%,0.03688345944495982%,0.04023650121268344%,0.042471862391165856%,0.043589542980407056%,0.04470722356964826%,0.04917794592661309%,0.04917794592661309%,0.05029562651585429%,0.051413307105095514%,0.051413307105095514%,0.052530987694336714%,0.05476634887281913%,0.05588402946206033%,0.058119390640542744%,0.05923707122978396%,0.05923707122978396%,0.060354751819025165%,0.061472432408266366%
